person_detail_id_new,school_id_new,lea_id_new,race_id,grade,lep_enrolled,iep_enrolled,cum_gpa,absence_count_unexcused,absence_count_excused,core_gpa,num_f,academic_year_id
16043,0,10,8,NULL,N,N,NULL,0,0,NULL,0,0
16044,39,21,5,8,N,N,4,0,0,4,0,11
16045,12,17,5,11,N,N,0,3,3,NULL,0,12
16046,52,17,2,6,N,N,0,0,0,NULL,0,12
16047,70,6,5,8,N,N,3.9625,1,0,3.9625,0,11
16048,35,17,5,11,N,N,0,2,0,NULL,0,12
16049,49,10,1,7,N,N,3.95833,0,0,3.91667,0,11
16050,42,12,5,8,N,N,NULL,0,0,NULL,0,11
16051,0,3,8,NULL,N,N,NULL,0,0,NULL,0,0
16052,51,10,5,7,N,N,3.25,1,8,3,0,12
16053,51,10,5,7,N,N,2.91667,0,0,2.53846,0,11
16054,16,10,5,8,N,N,3.34286,5,1,3.75,0,12
16055,12,17,5,10,N,N,0,0,0,NULL,0,12
16056,4,14,7,9,N,N,NULL,4,9,NULL,0,12
16057,0,22,8,NULL,N,N,NULL,0,0,NULL,0,0
16058,12,17,5,9,N,N,0,3,3,NULL,0,12
16059,0,7,8,NULL,N,N,NULL,0,0,NULL,0,11
16060,22,9,5,7,N,N,1.92308,0,0,1.92308,5,11
16061,36,10,5,8,N,N,3.89167,4,1,3.78333,0,12
16062,67,2,5,7,N,Y,4,3,15,4,0,11
16063,35,17,2,12,N,N,0,5,0,NULL,0,12
16064,75,4,5,6,N,N,3.725,6,9,3.725,0,12
16065,31,16,5,8,N,N,3.68333,13,7,3.61667,0,11
16066,16,10,5,7,N,N,3.66667,0,0,3.25,0,11
16067,0,22,8,NULL,N,N,NULL,0,0,NULL,0,11
16068,71,21,5,9,N,N,2.9375,24,0,2.6625,2,12
16069,16,10,5,8,N,N,3.24324,0,3,3.33333,0,12
16070,7,9,5,7,N,N,3.175,1,12,3.2,2,12
16071,7,9,5,6,N,N,2.16316,3,0,1.47,7,12
16072,63,23,5,8,N,N,3.62683,0,0,3.14167,0,11
16073,67,2,9,7,N,N,3.5,3,1,3.31111,0,12
16074,52,17,9,7,N,N,0,0,0,NULL,0,12
16075,24,12,5,9,N,N,0.6,0,0,0,4,12
16076,39,21,5,8,N,N,3.70833,0,0,3.76923,0,11
16077,26,14,7,9,N,N,3.73333,3,0,3.73333,0,12
16078,6,12,5,8,N,N,NULL,0,0,NULL,0,11
16079,55,10,5,7,N,N,3.84,2,0,4,0,12
16080,52,17,5,7,N,N,0,0,0,NULL,0,12
16081,15,1,5,8,N,Y,3.21667,6,1,3.21667,0,12
16082,14,8,5,8,N,N,3.305,0,0,3.225,0,11
16083,51,10,5,7,N,N,3.79167,0,0,3.83333,0,11
16084,0,1,8,NULL,N,N,NULL,0,0,NULL,0,0
16085,15,1,5,7,N,N,0.4125,5,9,0.4125,5,12
16086,25,4,5,6,N,N,2.18214,5,0,2.14167,3,11
16087,25,4,5,6,N,N,3.8375,13,5,3.8375,0,12
16088,36,10,5,6,N,N,2.66667,11,2,2.15385,1,12
16089,68,14,7,9,N,N,0.2,20,0,0.2,2,12
16090,60,21,5,9,N,N,3.73125,25,39,3.6375,0,12
16091,32,21,5,8,N,N,3.69565,0,0,3.66667,0,11
16092,45,14,7,9,Y,N,2.9,16,5,2.9,0,12
16093,7,9,2,8,N,N,0.43333,25,0,0.57,6,12
16094,16,10,9,7,N,N,3.56667,0,0,3.16667,0,11
16095,22,9,2,6,N,N,2.61818,8,0,1.7,4,12
16096,3,12,5,8,N,N,NULL,0,0,NULL,0,11
16097,12,17,5,11,N,N,0,0,2,NULL,0,12
16098,54,11,5,8,N,N,3.8125,2,5,3.73333,0,11
16099,51,10,5,8,N,N,3.75,2,0,3.5,0,12
16100,10,17,5,6,N,N,0,0,0,NULL,0,12
16101,77,2,5,6,N,N,2.97273,1,2,3.11667,0,12
16102,24,12,5,9,N,N,4,0,5,4,0,12
16103,39,21,2,8,N,Y,3,0,0,2.66667,0,11
16104,3,12,5,8,N,N,NULL,0,0,NULL,0,11
16105,12,17,5,11,N,N,0,0,1,NULL,0,12
16106,11,1,9,8,Y,Y,2.8,1,0,2.8,0,12
16107,23,17,5,12,N,N,0,4,0,NULL,0,12
16108,60,21,5,9,N,N,3.60625,66,11,3.5375,0,12
16109,0,10,8,NULL,N,N,NULL,0,0,NULL,0,11
16110,23,17,9,10,N,N,0,1,1,NULL,0,12
16111,36,10,5,8,N,N,3.375,10,2,3.25,0,12
16112,23,17,5,10,N,N,0,4,1,NULL,0,12
16113,53,9,4,7,N,N,1.91667,0,0,1.91667,2,11
16114,51,10,5,8,N,N,3.69583,2,2,3.64167,0,12
16115,10,17,5,6,N,N,0,1,1,NULL,0,12
16116,53,9,5,8,N,N,3.032,5,2,2.56923,0,12
16117,18,1,5,6,N,Y,2.18333,1,6,2.18333,1,12
16118,68,14,7,9,N,N,3.56667,5,0,3.56667,0,12
16119,51,10,5,6,N,N,3.45833,0,0,3.58333,0,11
16120,47,20,5,8,N,N,2.98,4,4,2.50714,1,11
16121,16,10,9,6,N,N,3.32258,0,0,3,0,11
16122,52,17,5,8,N,N,0,0,0,NULL,0,12
16123,18,1,5,6,N,N,3.83333,5,1,3.83333,0,12
16124,61,21,5,9,N,N,2.02353,9,9,1.7,2,12
16125,0,5,8,NULL,N,N,NULL,0,0,NULL,0,11
16126,11,1,9,6,N,N,3.31429,2,0,2.85,0,11
16127,20,17,5,8,N,N,0,3,0,NULL,0,12
16128,17,19,5,7,N,N,1.81667,9,4,1.35833,7,12
16129,67,2,5,7,N,N,3.22222,1,5,3.22222,0,11
16130,7,9,5,8,N,N,2.61818,71,10,2.06364,3,12
16131,16,10,5,7,N,N,3.52778,3,1,4,0,12
16132,38,13,5,6,N,N,3.16667,6,0,3.16667,0,11
16133,20,17,5,6,N,N,0,0,1,NULL,0,12
16134,22,9,5,8,N,N,0.98696,10,11,0,14,12
16135,16,10,9,6,N,N,2.8125,7,3,2.875,0,12
16136,74,3,7,6,N,N,1.57333,9,14,0.5,6,12
16137,34,21,9,8,N,N,3.09375,1,1,2.41667,0,11
16138,31,16,5,8,N,N,3.9875,2,3,3.975,0,11
16139,17,19,5,8,N,N,2.58333,13,2,1.94167,1,12
16140,51,10,5,6,N,N,1.82609,0,0,1.61538,3,11
16141,58,7,5,7,N,Y,1.97353,19,15,1.42857,3,11
16142,43,13,5,8,N,N,3.98333,3,4,4,0,12
16143,0,10,8,NULL,N,N,NULL,0,0,NULL,0,0
16144,0,10,8,NULL,N,N,NULL,0,0,NULL,0,11
16145,26,14,7,9,N,N,3.85,16,1,3.85,0,12
16146,69,2,5,6,N,N,4,2,6,4,0,11
16147,20,17,5,8,N,N,0,0,1,NULL,0,12
16148,53,9,5,6,N,N,3.935,4,3,3.88182,0,12
16149,35,17,5,9,N,N,0,8,0,NULL,0,12
16150,42,12,5,8,N,N,NULL,0,0,NULL,0,11
16151,24,12,5,9,N,N,2.0125,2,0,1.35,2,12
16152,0,1,8,NULL,N,N,NULL,0,0,NULL,0,11
16153,23,17,5,11,N,N,0,1,0,NULL,0,12
16154,3,12,5,8,N,N,NULL,0,0,NULL,0,11
16155,46,14,5,8,N,N,2.14,4,2,1.26667,3,11
16156,28,14,5,8,N,N,3.78929,2,4,3.675,0,11
16157,46,14,5,8,N,N,1.62692,13,13,0.33333,10,11
16158,42,12,9,8,N,N,NULL,0,0,NULL,0,11
16159,22,9,5,8,N,N,1.41739,9,2,1.02727,9,12
16160,72,16,5,9,N,N,2.45833,37,27,2.21667,5,12
16161,35,17,5,9,N,N,0,4,1,NULL,0,12
16162,74,3,5,7,N,N,3.63125,6,1,3.63125,0,11
16163,53,9,5,7,N,N,3,0,0,3,0,11
16164,11,1,5,7,N,N,4,3,3,4,0,11
16165,22,9,9,7,N,N,3.36667,3,0,3.16,0,12
16166,53,9,5,7,N,N,3.66667,4,1,3.66667,0,11
16167,17,19,5,7,N,N,3.55833,12,1,3.36667,0,12
16168,7,9,5,6,N,N,3.65217,0,1,3.64286,0,12
16169,52,17,5,6,N,N,0,0,0,NULL,0,12
16170,18,1,5,7,N,N,2.66429,2,11,1.81667,2,11
16171,23,17,5,10,N,N,0,0,0,NULL,0,12
16172,22,9,4,7,N,N,3.448,3,1,3.51818,1,12
16173,65,5,5,7,N,Y,3.23182,7,6,3.21111,0,11
16174,55,10,5,7,N,N,3.91667,0,0,3.83333,0,12
16175,0,2,8,NULL,N,N,NULL,0,0,NULL,0,11
16176,7,9,4,6,N,N,3.08333,0,0,3.08333,0,11
16177,2,14,9,8,Y,N,3.375,3,0,3.1,0,11
16178,11,1,2,6,N,N,3.31786,0,0,3.13333,0,11
16179,21,23,5,8,N,Y,2.795,3,1,1.44167,2,11
16180,70,6,5,8,N,N,2.7,3,7,2.7,0,11
16181,69,2,5,6,N,N,2.36364,12,2,2.79091,0,12
16182,34,21,9,8,N,N,3.375,0,0,3.08333,0,11
16183,20,17,5,8,N,N,0,0,0,NULL,0,12
16184,17,19,9,6,N,N,3.56667,0,3,3.35556,0,11
16185,7,9,2,7,N,N,2.785,2,0,2.5,1,12
16186,53,9,5,6,N,N,2.16667,0,0,2.16667,4,11
16187,18,1,5,7,N,N,2.78333,3,5,2.78333,1,12
16188,11,1,9,7,N,N,3.06786,2,2,2.84167,0,11
16189,25,4,5,6,N,N,4,0,4,4,0,11
16190,18,1,5,6,N,N,3.90714,2,1,3.89167,0,11
16191,51,10,5,6,N,N,3.29167,0,0,3.08333,0,11
16192,67,2,5,8,N,Y,3.625,6,0,3.4,0,12
16193,0,2,8,NULL,N,N,NULL,0,0,NULL,0,11
16194,16,10,9,7,N,N,3.13333,0,0,2.25,1,11
16195,15,1,5,6,N,N,2.6,3,5,2.6,1,12
16196,65,5,5,7,N,N,3.925,0,5,3.9,0,12
16197,69,2,5,6,N,N,1.36818,4,2,1.4,2,12
16198,51,10,5,7,N,Y,3.16667,2,1,2.92308,0,12
16199,0,10,8,NULL,N,N,NULL,0,0,NULL,0,0
16200,12,17,2,12,N,N,0,2,1,NULL,0,12
16201,28,14,5,8,N,N,2.52857,1,2,1.85833,3,11
16202,38,13,5,6,N,N,3.09048,8,0,3.15,0,12
16203,68,14,7,9,N,N,0,6,7,0,2,12
16204,45,14,7,9,N,N,NULL,55,20,NULL,0,12
16205,7,9,2,7,N,N,2.34286,3,7,2.4,2,12
16206,11,1,5,7,N,N,3.51786,3,5,3.23333,0,11
16207,57,21,5,8,N,N,3.20833,7,2,2.76923,0,11
16208,49,10,2,6,N,Y,2.08333,4,0,1.76923,1,12
16209,23,17,5,11,N,N,0,6,0,NULL,0,12
16210,7,9,9,6,N,N,1,0,0,1,2,11
16211,49,10,5,6,N,N,3.66667,13,5,3.69231,0,12
16212,53,9,5,7,N,N,2.33846,8,18,1.78667,3,12
16213,12,17,5,9,N,N,0,8,0,NULL,0,12
16214,23,17,4,11,N,N,0,1,0,NULL,0,12
16215,20,17,5,6,N,N,0,0,0,NULL,0,12
16216,3,12,5,8,N,N,NULL,0,0,NULL,0,11
16217,72,16,5,9,N,N,2.60417,20,17,2.35833,3,12
16218,15,1,5,6,N,N,3.38333,1,1,3.38333,0,12
16219,39,21,5,8,N,N,4,0,0,4,0,11
16220,55,10,5,7,N,N,1.83,0,0,1.21667,0,12
16221,44,23,5,8,N,N,3.885,0,10,3.64167,0,11
16222,25,4,5,6,N,N,3.57143,4,3,3.10833,0,11
16223,11,1,5,7,N,N,2.8375,2,10,2.8375,0,12
16224,18,1,9,6,N,N,3.49643,1,2,3.275,0,11
16225,12,17,5,11,N,N,0,0,0,NULL,0,12
16226,51,10,5,8,N,Y,2.04167,1,0,1.53846,1,12
16227,35,17,5,10,N,N,0,0,0,NULL,0,12
16228,12,17,5,12,N,N,0,4,2,NULL,0,12
16229,53,9,4,7,N,N,0.16667,15,10,0.16667,8,11
16230,60,21,5,9,N,N,3.43125,42,5,3.33,0,12
16231,35,17,2,12,N,N,0,0,0,NULL,0,12
16232,45,14,7,9,N,N,1.975,3,11,1.975,2,12
16233,49,10,5,6,N,N,3.08333,0,0,2.76923,0,11
16234,42,12,4,8,N,N,NULL,0,0,NULL,0,11
16235,0,1,8,NULL,N,N,NULL,0,0,NULL,0,11
16236,57,21,5,8,N,N,3.08333,0,0,2.83333,0,11
16237,38,13,5,6,N,N,3.02857,8,7,2.74167,1,12
16238,28,14,9,8,N,N,3.43214,0,2,2.95,0,11
16239,76,15,5,8,N,N,NULL,2,12,NULL,0,11
16240,74,3,7,6,N,N,3.73333,0,15,3.67143,0,12
16241,55,10,2,6,N,N,3.25,1,6,3,0,12
16242,18,1,5,7,N,N,2.97143,6,5,2.35833,0,11
16243,46,14,5,8,N,Y,3.94286,0,3,3.95,0,11
16244,51,10,5,6,N,N,3.125,0,0,2.84615,0,12
16245,71,21,5,9,N,N,3.14375,43,0,2.7875,0,12
16246,11,1,9,8,Y,N,4,0,0,4,0,12
16247,53,9,5,8,N,N,2.37826,3,1,1.64167,3,12
16248,42,12,5,8,N,N,NULL,0,0,NULL,0,11
16249,58,7,5,6,N,N,3.99189,1,4,3.98571,0,11
16250,71,21,5,9,N,N,2.73125,32,15,2.73,2,12
16251,9,5,5,7,N,N,3.38696,0,2,3.11429,0,12
16252,32,21,5,8,N,N,3.33333,0,0,2.83333,0,11
16253,49,10,5,6,N,N,3.79167,0,0,3.91667,0,11
16254,32,21,5,8,N,N,3.70833,0,0,3.5,0,11
16255,64,22,5,6,N,N,4,3,9,4,0,12
16256,5,14,5,8,N,N,3.98929,0,1,3.975,0,11
16257,58,7,1,6,N,N,3.31818,6,1,3.18095,0,11
16258,0,10,8,NULL,N,N,NULL,0,0,NULL,0,11
16259,51,10,5,8,N,N,4,0,1,4,0,12
16260,7,9,5,8,N,N,2.55455,5,2,2.53077,3,12
16261,6,12,2,8,N,N,NULL,0,0,NULL,0,11
16262,5,14,5,8,N,N,3.97857,2,7,4,0,11
16263,0,10,8,NULL,N,N,NULL,0,0,NULL,0,0
16264,39,21,5,8,N,N,3.75,0,0,3.91667,0,11
16265,50,8,5,9,N,N,3.82083,17,0,3.66667,0,12
16266,41,15,5,9,N,N,0,0,0,NULL,0,12
16267,36,10,5,8,N,N,3.375,0,0,3,0,12
16268,35,17,5,12,N,N,0,0,0,NULL,0,12
16269,16,10,5,7,N,N,2.03125,0,12,0.83333,8,11
16270,40,21,2,9,N,N,2.725,42,49,2,1,12
16271,22,9,2,6,N,N,2.93333,4,2,2.23077,2,12
16272,2,14,5,8,N,N,3.88571,6,2,3.875,0,11
16273,52,17,5,7,N,N,0,0,0,NULL,0,12
16274,8,1,5,6,N,N,3.61667,5,3,3.61667,0,12
16275,58,7,5,8,N,N,3.6,2,2,4,0,12
16276,58,7,2,7,N,N,2.0303,6,0,1.49048,4,11
16277,76,15,5,8,N,N,NULL,0,2,NULL,0,11
16278,9,5,5,7,N,N,3.035,1,0,2.34,1,12
16279,20,17,5,7,N,N,0,0,0,NULL,0,12
16280,53,9,2,8,N,N,2.97273,13,1,2.57273,1,12
16281,0,10,8,NULL,N,N,NULL,0,0,NULL,0,11
16282,67,2,5,8,N,N,3.3625,1,4,3.26667,0,12
16283,55,10,2,7,N,Y,3.38462,0,0,3,0,11
16284,18,1,5,6,N,N,3.11429,1,4,2.95,0,11
16285,0,1,8,NULL,N,N,NULL,0,0,NULL,0,11
16286,16,10,9,7,N,N,2.63889,6,1,2.25,0,12
16287,51,10,5,6,N,N,3.79167,4,0,3.66667,0,12
16288,51,10,5,6,N,N,3.83333,5,16,3.66667,0,12
16289,15,1,5,7,N,N,1.61667,6,4,1.61667,2,12
16290,74,3,5,7,N,N,1.7125,0,0,1.7125,0,11
16291,11,1,5,8,N,N,3.8,1,0,3.8,0,12
16292,20,17,5,8,N,N,0,2,0,NULL,0,12
16293,40,21,9,9,N,N,1.95625,71,5,0.8375,5,12
16294,11,1,5,8,N,Y,1.41111,1,0,1.41111,3,12
16295,67,2,5,7,N,Y,2.33333,4,7,2.33333,0,11
16296,67,2,5,7,N,N,3.87333,0,1,3.78889,0,12
16297,49,10,5,7,N,N,3.95833,7,16,3.91667,0,12
16298,35,17,2,9,N,N,0,11,4,NULL,0,12
16299,55,10,2,6,N,N,1.82759,1,0,1.16667,5,12
16300,58,7,2,8,N,N,2.10345,1,1,1.71429,3,12
16301,22,9,5,6,N,N,1.72,12,5,0.975,7,12
16302,55,10,5,6,N,N,4,0,2,4,0,12
16303,45,14,7,9,Y,N,3,21,6,3,0,12
16304,23,17,5,11,N,N,0,6,0,NULL,0,12
16305,53,9,5,6,N,N,2.91667,0,0,2.91667,0,11
16306,55,10,5,7,N,N,3.36,5,0,3.33333,0,12
16307,15,1,9,8,Y,N,2.95,0,0,2.95,0,12
16308,62,12,5,9,N,N,3.54,3,0,3.28,0,12
16309,11,1,9,6,N,N,3.11786,3,0,2.58333,0,11
16310,0,9,8,NULL,N,N,NULL,0,0,NULL,0,11
16311,42,12,5,8,N,N,NULL,0,0,NULL,0,11
16312,3,12,5,8,N,N,NULL,0,0,NULL,0,11
16313,51,10,5,6,N,Y,2.375,0,0,1.91667,0,11
16314,53,9,5,8,N,N,3.09048,1,0,3.00833,0,12
16315,53,9,5,6,N,N,1.3125,10,0,1.52727,11,12
16316,15,1,5,6,N,N,2.43571,3,10,1.625,4,11
16317,49,10,5,6,N,N,3.81481,0,0,3.58333,0,11
16318,30,2,5,6,N,N,3.66667,1,10,3.66667,0,11
16319,55,10,5,7,N,Y,2.79615,0,1,2.05833,0,12
16320,74,3,5,7,N,N,3.98,0,6,3.95714,0,12
16321,75,4,5,7,N,N,2.03,12,10,2.03,0,12
16322,24,12,5,9,N,N,2.11111,14,5,1.23333,2,12
16323,74,3,7,6,N,N,2.12667,0,11,1.74286,1,12
16324,67,2,5,8,N,Y,3.525,4,7,3.64,0,12
16325,8,1,9,6,N,N,3.98929,0,0,4,0,11
16326,27,22,5,6,N,N,3.98929,2,3,3.975,0,11
16327,11,1,9,7,Y,Y,2.51667,0,0,2.51667,0,12
16328,23,17,5,10,N,N,0,2,0,NULL,0,12
16329,15,1,7,6,N,N,3.1,0,0,2.42222,0,11
16330,50,8,9,9,N,N,2.55833,19,11,1.7,2,12
16331,57,21,5,8,N,N,1.56522,0,0,1.15385,7,11
16332,51,10,5,7,N,Y,2.91667,0,0,2.33333,0,11
16333,16,10,5,7,N,N,3.32432,4,1,3.58333,0,12
16334,12,17,5,12,N,N,0,0,2,NULL,0,12
16335,54,11,5,8,N,N,2.50833,10,6,2.48333,3,11
16336,12,17,2,12,N,N,0,0,0,NULL,0,12
16337,58,7,5,7,N,N,3.51852,5,0,3.92857,0,12
16338,23,17,5,11,N,N,0,3,0,NULL,0,12
16339,17,19,5,6,N,N,3.08667,0,5,2.83333,0,11
16340,8,1,5,6,N,N,3.63571,0,0,3.25,0,11
16341,40,21,9,9,N,N,2.625,55,24,2,1,12
16342,72,16,5,9,N,N,2.81667,33,47,2.21667,1,12
16343,67,2,5,8,N,Y,2.675,6,3,2.78889,2,12
16344,75,4,5,6,N,N,2.4,10,2,2.4,1,12
16345,62,12,5,9,N,N,2.6,6,0,2.5,3,12
16346,20,17,4,6,N,N,0,6,0,NULL,0,12
16347,16,10,4,6,N,N,3.41667,5,3,3.75,0,12
16348,66,12,5,9,N,N,3.54167,10,4,3.6,0,12
16349,49,10,5,6,N,N,3.53571,0,0,3.30769,0,11
16350,74,3,5,8,N,N,3.56111,0,6,3.15556,0,12
16351,16,10,9,7,N,N,2.65517,0,0,1.58333,3,11
16352,18,1,5,7,N,N,3.95,3,2,3.95,0,12
16353,0,22,8,NULL,N,N,NULL,0,0,NULL,0,0
16354,18,1,9,6,N,N,3.38333,1,1,3.38333,0,12
16355,5,14,9,8,Y,Y,2.47143,7,8,2.04167,1,11
16356,51,10,9,6,N,N,3.54167,0,0,3.61538,0,11
16357,11,1,5,7,N,N,3.14643,1,1,2.34167,0,11
16358,56,5,7,6,N,N,4,2,2,4,0,11
16359,76,15,5,8,N,N,NULL,2,2,NULL,0,11
16360,41,15,5,9,N,N,0,0,0,NULL,0,12
16361,51,10,5,8,N,N,4,0,0,4,0,12
16362,17,19,5,6,N,N,3.04667,0,2,2.73889,0,11
16363,36,10,9,7,Y,N,3.91667,0,1,3.83333,0,12
16364,8,1,5,6,N,N,3.29286,1,3,2.76667,0,11
16365,9,5,7,7,N,N,1.09375,11,18,0.52727,29,11
16366,69,2,5,6,N,N,2.15,4,2,2.48182,0,12
16367,10,17,2,8,N,N,0,2,4,NULL,0,12
16368,15,1,5,7,N,N,3.15,6,0,2.61667,1,11
16369,51,10,5,6,N,N,3.58333,1,3,3.41667,0,12
16370,40,21,5,9,N,N,3.325,22,14,3.38333,0,12
16371,8,1,5,8,N,N,2.77778,4,1,2.77778,1,12
16372,15,1,5,7,N,N,1.4,0,13,1.4,2,12
16373,74,3,5,6,N,N,2.24667,0,12,1.38571,3,12
16374,36,10,5,7,N,Y,2.54167,8,0,2.21429,0,11
16375,55,10,5,7,N,N,3.33333,0,0,3,0,11
16376,8,1,5,6,N,N,3.51667,2,2,3.51667,0,12
16377,53,9,2,8,N,N,2.67826,8,6,2.22143,3,12
16378,15,1,5,7,N,N,2.67143,3,2,1.73333,4,11
16379,55,10,4,7,N,N,1.88,10,3,1,5,11
16380,12,17,5,9,N,N,0,0,5,NULL,0,12
16381,51,10,5,7,N,N,3.54167,0,0,3.38462,0,11
16382,12,17,5,11,N,N,0,0,0,NULL,0,12
16383,18,1,5,8,Y,N,1.9,3,3,1.9,1,12
16384,7,9,5,7,N,N,2.77083,2,9,2.09167,1,12
16385,74,3,5,6,N,N,1.86,0,6,1.04286,3,12
16386,40,21,9,9,N,N,3.39375,26,12,3.33,0,12
16387,76,15,5,8,N,N,NULL,7,8,NULL,0,11
16388,35,17,4,9,N,N,0,5,2,NULL,0,12
16389,11,1,5,7,N,N,2.88333,4,2,2.88333,0,12
16390,10,17,5,7,N,N,0,0,1,NULL,0,12
16391,7,9,5,7,N,N,3.5,0,0,3.5,0,11
16392,55,10,4,7,N,N,3.625,3,0,3.41667,0,11
16393,49,10,5,6,N,N,3.79167,4,0,3.69231,0,12
16394,65,5,5,6,N,Y,3.90556,0,4,3.90556,0,11
16395,73,21,4,8,N,N,4,8,0,4,0,11
16396,27,22,5,7,N,Y,3.03333,3,0,2.52857,0,12
16397,0,9,8,NULL,N,N,NULL,0,0,NULL,0,11
16398,11,1,5,8,N,N,0.45,3,1,0.45,4,12
16399,39,21,2,8,N,N,3.29167,0,0,2.91667,0,11
16400,35,17,5,9,N,N,0,3,4,NULL,0,12
16401,45,14,7,9,N,N,4,0,21,4,0,12
16402,50,8,5,9,N,N,3.175,13,0,2.99167,0,12
16403,36,10,5,7,N,N,3.25,3,6,2.92857,0,11
16404,0,9,8,NULL,N,N,NULL,0,0,NULL,0,11
16405,20,17,5,7,N,N,0,0,0,NULL,0,12
16406,52,17,5,8,N,N,0,0,0,NULL,0,12
16407,7,9,9,7,N,N,2.47826,5,10,1.85714,4,12
16408,49,10,5,7,N,Y,3.10714,1,3,2.76923,0,12
16409,36,10,5,7,N,N,3.33333,3,3,3.08333,0,12
16410,16,10,4,8,N,N,2.66087,3,3,2.57778,0,12
16411,35,17,5,10,N,N,0,1,0,NULL,0,12
16412,3,12,5,8,N,N,NULL,0,0,NULL,0,11
16413,23,17,9,10,N,N,0,0,0,NULL,0,12
16414,24,12,5,9,N,N,3.9,2,7,4,0,12
16415,16,10,9,8,N,N,3.15625,0,1,3.4375,0,12
16416,10,17,4,6,N,N,0,15,2,NULL,0,12
16417,67,2,5,7,N,N,2.28571,6,0,2.28571,0,11
16418,15,1,4,6,N,N,1.325,5,3,1.325,3,12
16419,35,17,2,9,N,N,0,18,3,NULL,0,12
16420,7,9,5,7,N,N,3.316,0,2,3.32,0,12
16421,23,17,6,11,N,N,0,2,1,NULL,0,12
16422,6,12,5,8,N,N,NULL,0,0,NULL,0,11
16423,0,1,8,NULL,N,N,NULL,0,0,NULL,0,11
16424,58,7,5,7,N,N,2.15758,14,1,1.4381,5,11
16425,71,21,9,9,N,N,2.875,22,1,2.25,1,12
16426,13,23,5,9,N,N,NULL,13,17,NULL,0,12
16427,0,1,8,NULL,N,N,NULL,0,0,NULL,0,11
16428,11,1,5,8,N,N,2.93333,5,3,2.93333,0,12
16429,10,17,5,7,N,N,0,1,0,NULL,0,12
16430,9,5,7,6,N,N,3.85556,0,0,3.85556,0,11
16431,23,17,5,9,N,N,0,0,0,NULL,0,12
16432,35,17,2,12,N,N,0,0,0,NULL,0,12
16433,55,10,5,8,N,N,3.08333,1,6,2.41667,0,12
16434,66,12,5,9,N,N,2.6,9,2,1.15,1,12
16435,25,4,5,6,N,N,1.25,12,5,1.25,1,12
16436,0,2,8,NULL,N,N,NULL,0,0,NULL,0,11
16437,16,10,4,6,N,N,3.28125,0,0,2.66667,0,11
16438,74,3,7,8,N,N,3.74444,0,4,3.48889,0,12
16439,58,7,5,6,N,N,3.78378,11,0,3.73333,0,11
16440,58,7,5,7,N,N,2.86875,11,3,2.57619,0,11
16441,22,9,9,6,N,N,3.3913,0,0,3.15385,0,12
16442,68,14,7,9,N,N,3.66667,5,35,3.66667,0,12
16443,0,10,8,NULL,N,N,NULL,0,0,NULL,0,0
16444,38,13,5,6,N,N,3,0,0,3,0,11
16445,25,4,5,6,N,N,2.73214,4,8,2.30833,1,11
16446,0,7,8,NULL,N,N,NULL,0,0,NULL,0,0
16447,19,11,5,9,N,N,3.9375,2,2,3.93,0,12
16448,23,17,4,12,N,N,0,1,0,NULL,0,12
16449,55,10,1,7,N,N,2.71429,1,0,2.93333,0,12
16450,7,9,5,6,N,N,2.33333,0,0,2.33333,2,11
16451,53,9,5,7,N,N,2.61538,0,0,2.61538,0,11
16452,65,5,5,6,N,N,3.83889,3,9,3.83889,0,11
16453,22,9,5,7,N,N,3.33333,10,1,3.33333,0,11
16454,22,9,5,7,N,N,1.7,0,0,1.55,6,12
16455,18,1,5,7,N,Y,3.16429,6,3,2.71667,0,11
16456,55,10,5,6,N,N,3.84615,2,8,3.75,0,11
16457,16,10,5,7,N,N,2.80556,2,1,2.625,0,12
16458,12,17,5,11,N,N,0,14,0,NULL,0,12
16459,67,2,5,8,N,N,3.1875,7,2,3.23,0,12
16460,0,5,8,NULL,N,N,NULL,0,0,NULL,0,11
16461,49,10,5,8,N,N,3.48148,1,0,3.23077,0,12
16462,57,21,5,8,N,N,3.08696,0,0,2.91667,0,11
16463,49,10,5,7,N,N,3.70833,0,0,3.58333,0,11
16464,55,10,5,8,N,N,2.6,6,3,2.35714,1,12
16465,55,10,5,6,N,N,4,0,0,4,0,11
16466,0,10,8,NULL,N,N,NULL,0,0,NULL,0,11
16467,68,14,7,9,N,N,3.71667,8,7,3.71667,0,12
16468,34,21,5,8,N,N,3.625,4,4,3.16667,0,11
16469,65,5,9,7,Y,N,3.26818,1,1,3.23333,0,11
16470,22,9,5,7,N,N,2.11667,19,6,2.30909,6,12
16471,49,10,5,6,N,N,3.16667,31,5,3,0,12
16472,12,17,2,12,N,N,0,1,2,NULL,0,12
16473,10,17,5,6,N,N,0,0,0,NULL,0,12
16474,7,9,2,7,N,N,0.41667,0,0,0.41667,17,11
16475,16,10,9,6,N,Y,2.9375,3,2,2.8,0,12
16476,20,17,5,7,N,N,0,0,0,NULL,0,12
16477,75,4,5,6,N,N,4,6,3,4,0,12
16478,7,9,5,7,N,N,2.5,2,3,2.32,1,12
16479,67,2,5,7,N,N,4,0,2,4,0,11
16480,54,11,7,8,N,N,3.77083,7,14,3.81667,0,11
16481,22,9,5,7,N,N,1,14,9,1,12,11
16482,22,9,5,6,N,N,2.61538,0,0,2.61538,0,11
